tracking_id,shipping_ref,carrier_name,expected_date,delivery_date,status_code,weight_kg,destination_zip
TRK-ud92647696,SH-xNX-344694,"Harris, Adams and Martin Logistics",04/17/2024,04/17/2024,4,23.2,32649
TRK-bN01850773,SH-jgU-488319,Marshall Ltd Logistics,01/29/2025,02/03/2025,4,47.7,49427
TRK-KV59771436,SH-LPX-249128,"Griffin, Brown and Lawrence Logistics",09/14/2024,,3,27.9,13057
TRK-yt71591204,SH-nka-999497,"Johnson, Davies and Cortez Logistics",01/18/2025,01/20/2025,4,21.5,39152
TRK-Ft46274139,SH-Eau-319222,Marshall Ltd Logistics,11/10/2025,11/09/2025,4,23.6,55309
TRK-dY69934649,SH-utG-028767,Johnson-Griffin Logistics,05/29/2024,05/30/2024,4,36.0,47141
TRK-PA75207248,SH-wtH-386667,Marshall Ltd Logistics,10/28/2025,11/02/2025,4,24.4,26698
TRK-mj11343381,SH-BJC-193242,Kramer and Sons Logistics,11/28/2024,12/01/2024,4,21.4,01958
TRK-bB16076265,SH-bxD-418652,Jordan-Carter Logistics,03/27/2025,04/01/2025,4,21.0,41452
TRK-Ck03684069,SH-yxl-563983,"Harris, Adams and Martin Logistics",10/22/2025,,3,16.3,21154
TRK-Cl57231210,SH-aLt-037583,Woodard-Guzman Logistics,02/18/2026,02/20/2026,4,43.3,99341
TRK-cX64272516,SH-cPr-548094,Woodard-Guzman Logistics,12/17/2024,12/17/2024,4,26.7,89671
TRK-nw96477165,SH-bTE-604409,Marshall Ltd Logistics,07/24/2025,07/24/2025,4,31.7,36810
TRK-uF34699480,SH-cxb-772781,Woodard-Guzman Logistics,04/12/2026,04/12/2026,4,20.7,08718
TRK-cM81878177,SH-dCO-222161,"Johnson, Davies and Cortez Logistics",07/03/2025,07/02/2025,4,13.5,63849
TRK-iZ63292373,SH-Vbv-518439,"Johnson, Davies and Cortez Logistics",09/14/2025,09/19/2025,4,28.6,27420
TRK-Sp51423544,SH-QzA-529580,"Johnson, Davies and Cortez Logistics",12/11/2025,12/11/2025,4,16.7,24549
TRK-gB40863283,SH-flC-013824,Kramer and Sons Logistics,12/15/2025,12/20/2025,4,5.3,72197
TRK-AQ26882708,SH-trJ-938620,Johnson-Griffin Logistics,05/19/2024,05/19/2024,4,32.1,85604
TRK-cy50213608,SH-flU-919711,Woodard-Guzman Logistics,12/15/2024,12/15/2024,4,19.9,06424
TRK-sH83174274,SH-OxD-590203,Johnson-Griffin Logistics,06/11/2024,06/11/2024,4,15.5,78316
TRK-Pt98816883,SH-yTs-343240,Jordan-Carter Logistics,06/12/2024,,6,32.3,66164
TRK-hJ42625041,SH-lsq-563343,Jordan-Carter Logistics,07/16/2024,07/19/2024,4,28.2,42986
TRK-kH56576108,SH-wXP-417595,Jordan-Carter Logistics,09/02/2025,,5,33.9,68294
TRK-Mw34690906,SH-KnS-209628,Jordan-Carter Logistics,05/03/2025,,6,44.2,43253
TRK-lA45633525,SH-fGX-435884,Jordan-Carter Logistics,02/25/2025,02/25/2025,4,19.1,10374
TRK-uP59826810,SH-QOl-374018,Marshall Ltd Logistics,09/14/2024,09/14/2024,4,17.9,56353
TRK-Oy25066803,SH-QLc-795596,Johnson-Griffin Logistics,03/27/2025,03/29/2025,4,18.7,07279
TRK-Em26516353,SH-vvP-150267,Marshall Ltd Logistics,11/26/2024,11/27/2024,4,11.9,87505
TRK-Sq23429000,SH-WbC-542782,Woodard-Guzman Logistics,08/26/2024,,3,41.7,65140
TRK-Gb66945926,SH-pqU-799667,Marshall Ltd Logistics,11/27/2025,,3,16.2,71723
TRK-no73090952,SH-WGg-576403,Kramer and Sons Logistics,01/06/2025,01/08/2025,4,22.8,50568
TRK-ll31454615,SH-Gkt-496902,Woodard-Guzman Logistics,02/15/2025,02/15/2025,4,7.2,93270
TRK-FF55519675,SH-Ydf-839225,Woodard-Guzman Logistics,01/19/2026,01/19/2026,4,13.6,56796
TRK-Xa16480421,SH-aQj-257627,Kramer and Sons Logistics,11/16/2024,11/16/2024,4,33.3,02937
TRK-HB06218235,SH-nBf-244123,"Griffin, Brown and Lawrence Logistics",08/30/2024,08/30/2024,4,43.7,27242
TRK-Pr63878931,SH-wgE-285072,Johnson-Griffin Logistics,09/14/2025,09/13/2025,4,25.5,92928
TRK-Ay89044952,SH-Wgy-637673,Johnson-Griffin Logistics,05/20/2025,05/20/2025,4,23.0,51618
TRK-tG45702691,SH-zIe-265469,Woodard-Guzman Logistics,07/11/2024,07/12/2024,4,24.0,89842
TRK-on04054127,SH-xxv-903923,Kramer and Sons Logistics,12/24/2024,12/24/2024,4,39.2,38106
TRK-sE50563538,SH-iFm-099613,"Griffin, Brown and Lawrence Logistics",04/10/2025,,3,28.2,54948
TRK-RN23622882,SH-Bjs-461562,Marshall Ltd Logistics,05/22/2024,05/22/2024,4,17.0,49845
TRK-AM07135796,SH-zRH-704622,Marshall Ltd Logistics,11/25/2024,11/28/2024,4,14.6,97470
TRK-Yo94356951,SH-kui-715160,"Griffin, Brown and Lawrence Logistics",12/09/2025,12/10/2025,4,42.3,77187
TRK-yC47594349,SH-Xdt-670766,Kramer and Sons Logistics,06/08/2025,,5,27.6,60756
TRK-mo87371527,SH-TvI-197857,Johnson-Griffin Logistics,02/11/2025,02/11/2025,4,6.4,07918
TRK-eO06277271,SH-avT-268612,"Harris, Adams and Martin Logistics",07/04/2024,07/03/2024,4,6.4,32740
TRK-Fo56947126,SH-chF-976074,"Johnson, Davies and Cortez Logistics",09/01/2024,09/03/2024,4,45.1,55730
TRK-Eq50733140,SH-RsX-095465,Marshall Ltd Logistics,03/07/2025,,5,49.1,79849
TRK-cl00683262,SH-bCu-842456,Johnson-Griffin Logistics,11/26/2025,12/01/2025,4,5.0,87401
TRK-hk12309086,SH-Vzp-091508,Marshall Ltd Logistics,11/15/2024,,6,30.8,02675
TRK-zQ88583065,SH-SNp-276457,"Griffin, Brown and Lawrence Logistics",07/16/2024,07/18/2024,4,38.9,31546
TRK-Pi35368530,SH-xcj-897015,Jordan-Carter Logistics,02/20/2026,02/20/2026,4,43.0,87658
TRK-Bs41865723,SH-Bzb-168154,Johnson-Griffin Logistics,07/07/2025,07/12/2025,4,47.0,00947
TRK-Vg30675099,SH-qtN-416139,Jordan-Carter Logistics,08/25/2024,,5,17.1,74340
TRK-Fy75554904,SH-WBr-305973,Johnson-Griffin Logistics,12/21/2025,12/20/2025,4,49.5,83732
TRK-Lv63905652,SH-lRs-248096,Johnson-Griffin Logistics,10/12/2025,10/14/2025,4,10.5,23806
TRK-ib63590434,SH-rDM-630624,Marshall Ltd Logistics,10/25/2024,10/25/2024,4,16.3,61347
TRK-ob57766130,SH-oeN-513305,Kramer and Sons Logistics,11/09/2025,11/10/2025,4,36.8,53835
TRK-fY01956773,SH-IyE-979695,Jordan-Carter Logistics,11/07/2024,11/12/2024,4,28.6,70349
TRK-md84224789,SH-VFn-555727,Kramer and Sons Logistics,04/17/2024,,6,40.1,50816
TRK-He92905543,SH-fOF-264609,Marshall Ltd Logistics,05/10/2025,05/11/2025,4,23.4,21047
TRK-ca85829438,SH-sWu-513854,"Griffin, Brown and Lawrence Logistics",05/23/2025,05/28/2025,4,38.3,24568
TRK-lu41260354,SH-NwK-702992,Johnson-Griffin Logistics,03/05/2025,03/06/2025,4,4.9,84258
TRK-iy85958013,SH-Iiy-048736,Jordan-Carter Logistics,02/19/2025,02/18/2025,4,8.6,36249
TRK-NE47398470,SH-Ksl-116331,Kramer and Sons Logistics,07/02/2025,07/04/2025,4,24.3,86329
TRK-Px48653128,SH-Mru-686536,"Johnson, Davies and Cortez Logistics",01/12/2026,01/13/2026,4,11.2,49494
TRK-wt27993662,SH-ozF-158886,Kramer and Sons Logistics,10/25/2025,10/25/2025,4,37.4,66544
TRK-Fb01031748,SH-aIv-472264,Jordan-Carter Logistics,10/17/2025,,3,25.2,37772
TRK-DG18778630,SH-mOb-169666,Johnson-Griffin Logistics,08/04/2025,08/07/2025,4,41.4,09009
TRK-OH80659733,SH-buN-981996,Johnson-Griffin Logistics,07/18/2024,,5,42.6,12432
TRK-Uf43597335,SH-YPy-971509,"Griffin, Brown and Lawrence Logistics",10/10/2024,10/09/2024,4,27.3,11008
TRK-Mk55241577,SH-Tmu-275327,"Griffin, Brown and Lawrence Logistics",12/30/2025,12/30/2025,4,38.9,84225
TRK-By58530922,SH-pRM-103977,Marshall Ltd Logistics,07/20/2024,07/19/2024,4,11.3,48315
TRK-ml82381449,SH-vkp-327819,Kramer and Sons Logistics,03/03/2025,,3,42.6,72965
TRK-vm95579180,SH-eYA-006876,Kramer and Sons Logistics,03/18/2026,03/20/2026,4,8.5,98561
TRK-UK37851222,SH-EUd-819807,Johnson-Griffin Logistics,03/03/2026,03/03/2026,4,23.3,48396
TRK-xB93564600,SH-BYh-605687,Johnson-Griffin Logistics,11/12/2024,11/12/2024,4,4.3,15353
TRK-Lz41048868,SH-Qvj-491256,"Harris, Adams and Martin Logistics",06/21/2024,06/21/2024,4,13.6,45474
TRK-GL71468472,SH-DTF-734151,Marshall Ltd Logistics,02/10/2026,02/11/2026,4,16.0,52453
TRK-CO30812196,SH-SqK-454757,"Griffin, Brown and Lawrence Logistics",10/19/2025,10/19/2025,4,7.9,32315
TRK-lE97126377,SH-oxK-022840,"Griffin, Brown and Lawrence Logistics",10/25/2024,10/24/2024,4,4.8,26920
TRK-cG01408507,SH-TCR-442947,Kramer and Sons Logistics,01/04/2025,01/04/2025,4,20.0,45431
TRK-bi17675161,SH-Oob-229464,Marshall Ltd Logistics,11/08/2024,11/08/2024,4,23.2,64003
TRK-Bf79885339,SH-xUG-942904,"Harris, Adams and Martin Logistics",01/03/2026,01/03/2026,4,10.6,80554
TRK-pA38107828,SH-PjL-867925,Kramer and Sons Logistics,10/11/2025,10/13/2025,4,13.6,60026
TRK-KF96120795,SH-lEy-567287,Woodard-Guzman Logistics,11/23/2024,11/24/2024,4,21.7,02656
TRK-RI93214181,SH-jrM-153433,"Harris, Adams and Martin Logistics",04/20/2024,04/23/2024,4,26.1,39202
TRK-bp39790174,SH-OaV-135779,Kramer and Sons Logistics,10/30/2025,11/04/2025,4,16.0,82275
TRK-tn72234215,SH-Ogv-833506,Kramer and Sons Logistics,12/16/2025,12/16/2025,4,28.7,71654
TRK-wS00729236,SH-CKH-488810,Johnson-Griffin Logistics,04/24/2025,04/25/2025,4,38.3,58744
TRK-BU98914685,SH-MrJ-233720,Jordan-Carter Logistics,10/20/2024,10/19/2024,4,40.5,34042
TRK-Ej92260421,SH-nop-312840,Marshall Ltd Logistics,10/26/2024,,5,45.3,47878
TRK-Cg40148612,SH-uYO-977180,Marshall Ltd Logistics,06/12/2025,06/11/2025,4,6.5,31290
TRK-CF90536261,SH-gIL-717173,Johnson-Griffin Logistics,06/05/2024,06/07/2024,4,29.3,11298
TRK-yX35389909,SH-hUC-749096,Woodard-Guzman Logistics,09/12/2024,09/14/2024,4,18.4,83300
TRK-Kj95946962,SH-WAM-399704,"Griffin, Brown and Lawrence Logistics",11/09/2025,11/08/2025,4,39.2,39968
TRK-zf05807365,SH-qIp-587844,Jordan-Carter Logistics,07/22/2025,07/22/2025,4,38.8,11351
TRK-Re87407499,SH-auG-847127,"Harris, Adams and Martin Logistics",08/24/2025,08/25/2025,4,43.2,16104
TRK-NC55390159,SH-CvO-221641,Woodard-Guzman Logistics,03/23/2025,03/23/2025,4,36.8,25623
TRK-OZ64350701,SH-Gtu-231334,Kramer and Sons Logistics,08/24/2025,,3,46.6,81801
TRK-Yy29505086,SH-Rju-714939,"Griffin, Brown and Lawrence Logistics",10/24/2025,,6,45.1,10823
TRK-mK09165049,SH-HEP-622925,Jordan-Carter Logistics,08/02/2024,08/03/2024,4,29.5,89350
TRK-Hu80504421,SH-xjt-643474,Marshall Ltd Logistics,06/16/2025,06/21/2025,4,20.9,15796
TRK-ny20362653,SH-zWA-557469,Jordan-Carter Logistics,12/12/2024,12/15/2024,4,1.2,44067
TRK-Cx64369420,SH-Xrb-606527,"Griffin, Brown and Lawrence Logistics",04/19/2024,04/20/2024,4,5.5,37405
TRK-TV25523493,SH-uBY-334450,"Johnson, Davies and Cortez Logistics",11/30/2025,11/29/2025,4,14.4,17897
TRK-jJ41568807,SH-Crg-883398,Kramer and Sons Logistics,01/11/2025,,6,2.4,44213
TRK-Zu60073889,SH-XQy-257970,Marshall Ltd Logistics,06/11/2024,06/12/2024,4,43.9,02745
TRK-SU18051051,SH-dgd-734996,"Johnson, Davies and Cortez Logistics",08/31/2025,08/31/2025,4,15.2,10975
TRK-fO93145041,SH-EiV-485741,Woodard-Guzman Logistics,07/26/2025,07/31/2025,4,22.8,48453
TRK-DT82282585,SH-mJf-622949,Kramer and Sons Logistics,03/29/2026,03/29/2026,4,14.3,59201
TRK-XO02980719,SH-sSb-598488,"Griffin, Brown and Lawrence Logistics",03/01/2025,03/02/2025,4,11.7,48756
TRK-vu60528562,SH-uDo-155732,Kramer and Sons Logistics,07/21/2024,07/26/2024,4,20.0,84616
TRK-Jc81366618,SH-ihP-534490,Jordan-Carter Logistics,03/17/2025,03/17/2025,4,34.1,07272
TRK-jg97245955,SH-xbK-670808,Marshall Ltd Logistics,02/09/2025,,6,33.8,18525
TRK-Qq21556314,SH-KvO-085874,Woodard-Guzman Logistics,02/25/2025,02/25/2025,4,12.7,87753
TRK-uB04568477,SH-kZG-191818,"Johnson, Davies and Cortez Logistics",06/01/2024,06/06/2024,4,18.0,21676
TRK-Dg69142292,SH-XRB-197931,"Griffin, Brown and Lawrence Logistics",12/25/2025,12/26/2025,4,14.1,01055
TRK-pg69767558,SH-PKv-772512,Johnson-Griffin Logistics,11/23/2025,11/28/2025,4,24.0,10974
TRK-pl08123489,SH-Nyb-606940,Woodard-Guzman Logistics,03/16/2025,03/15/2025,4,11.8,28659
TRK-NH64511865,SH-DPQ-243958,"Harris, Adams and Martin Logistics",11/26/2024,12/01/2024,4,35.3,83648
TRK-sz17608079,SH-ntl-959232,Woodard-Guzman Logistics,09/10/2024,09/09/2024,4,39.2,54334
TRK-jO13030356,SH-euu-890285,"Johnson, Davies and Cortez Logistics",06/29/2024,06/29/2024,4,11.2,23654
TRK-Rb13506472,SH-onX-334264,Johnson-Griffin Logistics,02/19/2026,02/21/2026,4,23.7,86947
TRK-VV95876012,SH-VVn-271607,Jordan-Carter Logistics,12/28/2024,12/29/2024,4,20.0,12403
TRK-Mx33057151,SH-Lhf-776336,"Griffin, Brown and Lawrence Logistics",01/10/2025,01/09/2025,4,29.1,80495
TRK-IB33725133,SH-hFV-898123,"Griffin, Brown and Lawrence Logistics",03/24/2026,03/24/2026,4,22.2,99818
TRK-jS39975468,SH-xEq-563318,Kramer and Sons Logistics,06/26/2025,,6,37.6,25685
TRK-no85731257,SH-gwx-700666,"Johnson, Davies and Cortez Logistics",04/17/2025,,6,46.0,36112
TRK-Av05339902,SH-Ebr-164316,"Johnson, Davies and Cortez Logistics",03/05/2026,03/08/2026,4,32.7,80016
TRK-mZ26650937,SH-iHj-023290,"Johnson, Davies and Cortez Logistics",01/21/2026,,6,13.8,06371
TRK-Fi01638817,SH-xNA-700934,"Johnson, Davies and Cortez Logistics",07/16/2024,07/21/2024,4,23.0,88506
TRK-ff20103283,SH-xhY-622822,"Johnson, Davies and Cortez Logistics",12/01/2025,12/02/2025,4,42.0,09195
TRK-xB03974729,SH-Nub-734654,Woodard-Guzman Logistics,08/11/2024,,5,11.8,92417
TRK-ZD46947130,SH-cIy-507026,"Harris, Adams and Martin Logistics",11/10/2025,11/10/2025,4,43.7,19312
TRK-KB06102834,SH-ofA-822105,"Harris, Adams and Martin Logistics",10/16/2025,10/17/2025,4,1.2,84203
TRK-lm06164831,SH-iMZ-177687,Jordan-Carter Logistics,03/28/2026,03/28/2026,4,29.2,04618
TRK-hP68125878,SH-QIx-477425,Kramer and Sons Logistics,07/21/2025,07/21/2025,4,8.6,83127
TRK-Og10252706,SH-oGi-177932,Jordan-Carter Logistics,03/12/2026,,5,39.1,18814
TRK-uJ26061424,SH-Ngp-231164,"Harris, Adams and Martin Logistics",11/24/2025,11/23/2025,4,30.8,57269
TRK-mS41458231,SH-KrW-457988,"Johnson, Davies and Cortez Logistics",08/30/2024,09/01/2024,4,22.6,70911
TRK-CC42873330,SH-VZy-565290,"Griffin, Brown and Lawrence Logistics",01/27/2026,02/01/2026,4,18.1,27149
TRK-Zy75347474,SH-zua-202032,Woodard-Guzman Logistics,11/15/2025,11/18/2025,4,24.4,39459
TRK-ih02305541,SH-nDN-753967,Marshall Ltd Logistics,05/27/2025,,5,11.4,21051
TRK-ed42835946,SH-lqv-714855,"Griffin, Brown and Lawrence Logistics",10/23/2024,,5,44.6,86777
TRK-FB60140336,SH-qeY-787158,"Johnson, Davies and Cortez Logistics",11/18/2025,11/21/2025,4,42.8,78135
TRK-aO12357910,SH-hJT-821371,Marshall Ltd Logistics,07/20/2025,07/20/2025,4,24.5,25107
TRK-lc31675906,SH-Glz-547681,Jordan-Carter Logistics,11/17/2024,11/19/2024,4,48.3,64880
TRK-sm09867951,SH-UVw-832303,Woodard-Guzman Logistics,11/28/2025,11/29/2025,4,18.2,93873
TRK-wt16585577,SH-xIo-298808,Johnson-Griffin Logistics,04/24/2025,04/25/2025,4,17.5,36579
TRK-Vf81607172,SH-OON-825212,Jordan-Carter Logistics,08/27/2025,08/28/2025,4,29.2,46991
TRK-xr66396279,SH-dzs-289634,"Harris, Adams and Martin Logistics",09/26/2024,09/25/2024,4,45.4,86475
TRK-YC93040648,SH-Uta-867752,Woodard-Guzman Logistics,01/27/2025,01/26/2025,4,14.6,10544
TRK-yZ02704939,SH-WAi-439910,"Harris, Adams and Martin Logistics",09/10/2025,09/11/2025,4,8.8,88759
TRK-rc41177449,SH-Lmp-236266,"Harris, Adams and Martin Logistics",07/23/2024,07/28/2024,4,45.3,16573
TRK-Nh36160759,SH-UVL-134261,"Harris, Adams and Martin Logistics",12/13/2025,,3,47.8,13633
TRK-cj00012837,SH-HgX-450184,Woodard-Guzman Logistics,03/04/2025,03/09/2025,4,15.6,46276
TRK-iO62028356,SH-VND-737418,Woodard-Guzman Logistics,07/20/2025,07/19/2025,4,8.8,07623
TRK-re43895005,SH-ODB-540641,"Griffin, Brown and Lawrence Logistics",07/25/2024,07/28/2024,4,8.6,29174
TRK-wd16587120,SH-UMM-743811,Jordan-Carter Logistics,06/14/2025,06/17/2025,4,8.0,14878
TRK-bM22327132,SH-XrU-376601,"Griffin, Brown and Lawrence Logistics",01/05/2026,01/10/2026,4,47.2,08512
TRK-ee46612963,SH-fag-485645,"Harris, Adams and Martin Logistics",09/28/2025,10/03/2025,4,3.9,48411
TRK-AF69717162,SH-BQr-739739,"Harris, Adams and Martin Logistics",09/17/2025,09/17/2025,4,33.8,73596
TRK-uc21456747,SH-HQy-789969,"Harris, Adams and Martin Logistics",06/20/2024,06/20/2024,4,17.6,22621
TRK-eV61586186,SH-Wpx-191911,Woodard-Guzman Logistics,05/18/2024,05/23/2024,4,6.7,31750
TRK-KJ47176137,SH-DKH-966057,Marshall Ltd Logistics,06/05/2025,,3,25.2,71545
TRK-nC67449597,SH-bOv-660392,Johnson-Griffin Logistics,05/08/2024,05/09/2024,4,11.3,73346
TRK-MN62659117,SH-wpr-607455,Marshall Ltd Logistics,06/21/2024,06/20/2024,4,21.5,51650
TRK-TI39117923,SH-PuV-742388,Jordan-Carter Logistics,05/21/2024,05/24/2024,4,23.7,66162
TRK-kA83402586,SH-NIV-527155,"Griffin, Brown and Lawrence Logistics",01/28/2025,01/29/2025,4,46.6,28195
TRK-ih80869273,SH-NFO-541165,"Johnson, Davies and Cortez Logistics",03/23/2026,03/23/2026,4,45.7,02385
TRK-tY87377424,SH-Wkk-475575,Johnson-Griffin Logistics,01/21/2025,01/23/2025,4,44.6,32562
TRK-qd56480789,SH-sWJ-139488,Marshall Ltd Logistics,12/10/2024,12/10/2024,4,27.5,52136
TRK-ZW27930579,SH-TMQ-691311,Kramer and Sons Logistics,05/10/2025,05/15/2025,4,6.3,51602
TRK-Ty43887334,SH-iyg-425856,Marshall Ltd Logistics,02/07/2025,02/08/2025,4,40.0,21580
TRK-XX24644287,SH-Ccp-499153,Johnson-Griffin Logistics,12/12/2025,12/11/2025,4,17.8,22022
TRK-Ov23130400,SH-oCP-407333,Jordan-Carter Logistics,08/05/2025,08/07/2025,4,30.9,09002
TRK-Yb29486935,SH-ECA-204309,Jordan-Carter Logistics,11/27/2025,11/28/2025,4,8.2,39520
TRK-kC95364035,SH-zOK-936289,Johnson-Griffin Logistics,05/22/2025,05/25/2025,4,21.3,05408
TRK-iz32036136,SH-xpu-645465,Jordan-Carter Logistics,01/21/2026,01/20/2026,4,33.5,29594
TRK-fj98384248,SH-igY-125389,"Harris, Adams and Martin Logistics",05/11/2025,05/14/2025,4,1.6,08387
TRK-jA08954135,SH-UwT-785193,Jordan-Carter Logistics,03/24/2026,03/24/2026,4,11.7,17002
TRK-cc28981085,SH-DNC-837490,Marshall Ltd Logistics,09/02/2025,09/01/2025,4,35.4,04677
TRK-sh91976579,SH-JPd-612087,Woodard-Guzman Logistics,04/10/2025,04/09/2025,4,9.7,07254
TRK-hV50319711,SH-KqU-721514,Marshall Ltd Logistics,01/29/2026,01/30/2026,4,39.9,60303
TRK-vv08782238,SH-QCt-976263,"Griffin, Brown and Lawrence Logistics",04/30/2024,04/29/2024,4,35.7,39387
TRK-cS76847675,SH-uaN-986289,Johnson-Griffin Logistics,12/15/2024,12/16/2024,4,33.1,83967
TRK-st63447094,SH-HAU-591191,Woodard-Guzman Logistics,05/19/2024,05/19/2024,4,32.8,23889
TRK-sh74076644,SH-PFU-339220,"Griffin, Brown and Lawrence Logistics",08/03/2024,08/03/2024,4,19.8,06912
TRK-Ti61920841,SH-ySE-116966,Johnson-Griffin Logistics,07/11/2024,07/10/2024,4,6.7,19085
TRK-RI20387673,SH-TBq-521452,Marshall Ltd Logistics,07/27/2024,07/30/2024,4,37.2,96097
TRK-ji42918461,SH-POf-246335,Woodard-Guzman Logistics,04/14/2025,,3,10.0,32304
TRK-Vc91824514,SH-JdR-184090,Jordan-Carter Logistics,12/17/2024,12/18/2024,4,23.5,97645
TRK-zy65340292,SH-bZK-800564,Kramer and Sons Logistics,08/10/2024,,6,33.4,65535
TRK-mF31678504,SH-Inw-123972,Woodard-Guzman Logistics,05/25/2025,05/24/2025,4,15.9,35130
TRK-oL43197542,SH-TXl-295927,"Griffin, Brown and Lawrence Logistics",06/19/2024,06/18/2024,4,26.3,59966
TRK-Vl28018705,SH-Zts-709081,"Griffin, Brown and Lawrence Logistics",04/16/2025,04/17/2025,4,23.9,67545
TRK-cD45311587,SH-mMj-298217,Marshall Ltd Logistics,07/02/2024,07/04/2024,4,8.3,79111
TRK-LG14813982,SH-QJe-578671,Kramer and Sons Logistics,04/05/2026,04/05/2026,4,23.6,10283
TRK-Lo08604415,SH-cwd-523736,Johnson-Griffin Logistics,12/12/2024,12/11/2024,4,40.5,69661
TRK-Ly50981814,SH-HKK-791815,"Griffin, Brown and Lawrence Logistics",02/13/2026,02/13/2026,4,19.8,91700
TRK-Uu96453371,SH-iCW-868345,Marshall Ltd Logistics,09/01/2025,09/03/2025,4,26.4,77567
TRK-eh74333434,SH-bFg-666617,"Johnson, Davies and Cortez Logistics",09/02/2024,09/03/2024,4,12.5,82604
TRK-bY82514864,SH-cmf-647408,Woodard-Guzman Logistics,03/26/2025,03/27/2025,4,23.8,19201
TRK-aV29483022,SH-bdt-982508,Marshall Ltd Logistics,06/10/2025,,3,30.7,40159
TRK-sm87287439,SH-lGx-580688,"Johnson, Davies and Cortez Logistics",01/15/2025,01/17/2025,4,22.5,90917
TRK-Or58621318,SH-eTn-317235,Woodard-Guzman Logistics,05/07/2024,,3,48.7,10959
TRK-JI80717809,SH-Shs-990063,Johnson-Griffin Logistics,04/10/2025,04/09/2025,4,42.1,52016
TRK-lm59854173,SH-cjj-526356,Kramer and Sons Logistics,10/07/2024,10/09/2024,4,0.9,39166
TRK-uP25138617,SH-PVr-946943,"Harris, Adams and Martin Logistics",06/17/2025,06/17/2025,4,0.7,42049
TRK-zj65173942,SH-XFq-066643,Marshall Ltd Logistics,02/06/2025,02/09/2025,4,35.5,97265
TRK-xk06194348,SH-Ohh-607231,Kramer and Sons Logistics,06/23/2025,06/25/2025,4,20.5,04059
TRK-Ve58470854,SH-VqR-712852,"Harris, Adams and Martin Logistics",08/13/2024,08/15/2024,4,38.0,90436
TRK-db24478843,SH-qgW-648449,"Griffin, Brown and Lawrence Logistics",09/14/2025,09/15/2025,4,21.9,90601
TRK-lq50735353,SH-HcE-318732,Marshall Ltd Logistics,06/28/2024,06/27/2024,4,32.0,40980
TRK-Jy49295797,SH-WSZ-130621,"Harris, Adams and Martin Logistics",03/29/2025,03/29/2025,4,19.6,84008
TRK-iV12860034,SH-MXc-695727,Marshall Ltd Logistics,06/04/2024,,6,28.5,22439
TRK-ue25624677,SH-ajv-833509,Marshall Ltd Logistics,08/09/2025,08/08/2025,4,10.1,52366
TRK-hg66303172,SH-zyj-425730,Woodard-Guzman Logistics,01/04/2026,01/04/2026,4,7.4,56260
TRK-eR24421696,SH-QUC-813235,Kramer and Sons Logistics,03/06/2026,03/08/2026,4,24.5,58552
TRK-XK60004083,SH-Jkj-713984,Marshall Ltd Logistics,04/29/2024,05/01/2024,4,5.7,25611
TRK-GN66666260,SH-IbN-501168,Johnson-Griffin Logistics,05/19/2025,05/18/2025,4,38.3,44735
TRK-vO58837103,SH-aya-550213,"Harris, Adams and Martin Logistics",09/17/2025,09/19/2025,4,15.2,43571
TRK-ps84537797,SH-ebP-913098,Marshall Ltd Logistics,12/04/2025,12/03/2025,4,28.1,16055
TRK-iK74047159,SH-CVp-796496,Johnson-Griffin Logistics,12/07/2025,12/06/2025,4,16.2,15242
TRK-Zq21358870,SH-DIx-945772,Johnson-Griffin Logistics,08/15/2025,08/14/2025,4,48.4,27493
TRK-Nd20804689,SH-VbB-426425,"Harris, Adams and Martin Logistics",09/15/2024,,5,25.4,07277
TRK-mV98865673,SH-ziO-207683,Johnson-Griffin Logistics,11/27/2025,11/29/2025,4,12.8,36063
TRK-uS59840717,SH-yDx-666777,"Johnson, Davies and Cortez Logistics",12/31/2024,12/31/2024,4,0.8,23010
TRK-bj47693895,SH-TmK-628333,"Griffin, Brown and Lawrence Logistics",12/17/2024,12/20/2024,4,44.5,01447
TRK-zP05295642,SH-Ptn-957865,"Griffin, Brown and Lawrence Logistics",08/26/2024,08/29/2024,4,19.2,21508
TRK-ye45861347,SH-Adm-718749,Kramer and Sons Logistics,01/23/2025,01/22/2025,4,20.5,41688
TRK-fs40012880,SH-CbS-826862,Marshall Ltd Logistics,09/18/2024,,5,38.4,31905
TRK-Ha41824538,SH-KYZ-924926,Marshall Ltd Logistics,09/08/2024,09/10/2024,4,23.2,53416
TRK-az77224339,SH-uNW-657327,Jordan-Carter Logistics,09/06/2024,09/06/2024,4,25.0,74681
TRK-lV54223101,SH-dvf-011100,Kramer and Sons Logistics,07/06/2025,07/06/2025,4,40.3,41644
TRK-NZ12833707,SH-xNu-532341,Marshall Ltd Logistics,11/19/2024,11/22/2024,4,25.3,08269
TRK-KT03022427,SH-gZJ-775244,Marshall Ltd Logistics,06/11/2025,06/13/2025,4,22.3,28458
TRK-bG16632418,SH-AkJ-226189,Woodard-Guzman Logistics,08/07/2024,08/10/2024,4,27.7,12138
TRK-wG47841523,SH-Wci-431271,Marshall Ltd Logistics,03/11/2025,03/10/2025,4,15.8,72369
TRK-HE28031243,SH-LKl-720957,Marshall Ltd Logistics,03/22/2025,03/24/2025,4,11.2,07698
